entryId,empId,deptId,month,year,baseSalary,overtimePay,absenceDeduction,bonus,taxAmount,netSalary,status,version,processedAt
PE00000636,EMP0053,DEPT013,12,2024,19764756,2863644,1796796,0,2083160,18748444,PROCESSED,1,2026-07-17
PE00000648,EMP0054,DEPT014,12,2024,16977160,2315067,1543378,0,1774885,15973964,PROCESSED,1,2026-07-17
PE00000660,EMP0055,DEPT015,12,2024,6564410,0,596765,0,298382,5669263,PROCESSED,1,2026-07-17
PE00000672,EMP0056,DEPT016,12,2024,11725713,1998701,1065974,0,1265844,11392596,PROCESSED,1,2026-07-17
PE00000684,EMP0057,DEPT017,12,2024,13204059,2025623,1200369,0,1402931,12626382,PROCESSED,1,2026-07-17
PE00000708,EMP0059,DEPT019,12,2024,12626003,1614120,1147818,0,1309231,11783074,PROCESSED,1,2026-07-17
PE00000720,EMP0060,DEPT020,12,2024,8025897,1026038,729627,0,832231,7490077,PROCESSED,1,2026-07-17
PE00000732,EMP0061,DEPT001,12,2024,7722819,1316390,1053112,0,399305,7586792,PROCESSED,1,2026-07-17
PE00000744,EMP0062,DEPT002,12,2024,10327552,440095,469434,0,1029821,9268392,PROCESSED,1,2026-07-17
PE00000768,EMP0064,DEPT004,12,2024,9809094,585202,1337604,0,452835,8603857,PROCESSED,1,2026-07-17
PE00000792,EMP0066,DEPT006,12,2024,17992798,1993520,2453563,0,1753276,15779479,PROCESSED,1,2026-07-17
PE00000828,EMP0069,DEPT009,12,2024,16669499,2557253,0,833475,2006023,18054204,PROCESSED,1,2026-07-17
PE00000852,EMP0071,DEPT011,12,2024,12967501,221037,0,648375,1383691,12453222,PROCESSED,1,2026-07-17
PE00000876,EMP0073,DEPT013,12,2024,4910429,711454,446403,0,258774,4916706,PROCESSED,1,2026-07-17
PE00000912,EMP0076,DEPT016,12,2024,8080986,550976,367318,0,413232,7851412,PROCESSED,1,2026-07-17
PE00000936,EMP0078,DEPT018,12,2024,15090625,514453,2057813,0,1354727,12192538,PROCESSED,1,2026-07-17
PE00000960,EMP0080,DEPT020,12,2024,19218200,818957,0,960910,2099807,18898260,PROCESSED,1,2026-07-17
PE00000984,EMP0082,DEPT002,12,2024,4661403,675374,0,233070,278492,5291355,PROCESSED,1,2026-07-17
PE00001008,EMP0084,DEPT004,12,2024,8337807,1136974,757982,0,871680,7845119,PROCESSED,1,2026-07-17
PE00001044,EMP0087,DEPT007,12,2024,9536744,1381744,866977,0,1005151,9046360,PROCESSED,1,2026-07-17
PE00001092,EMP0091,DEPT011,12,2024,9877696,1010219,448986,0,521946,9916983,PROCESSED,1,2026-07-17
PE00001128,EMP0094,DEPT014,12,2024,4986759,85002,0,249338,266055,5055044,PROCESSED,1,2026-07-17
PE00001152,EMP0096,DEPT016,12,2024,19048229,2110457,0,952411,2211110,19899987,PROCESSED,1,2026-07-17
PE00001188,EMP0099,DEPT019,12,2024,9173328,78182,833939,0,841757,7575814,PROCESSED,1,2026-07-17
PE00001212,EMP0101,DEPT001,12,2024,13501140,920532,0,675057,1509673,13587056,PROCESSED,1,2026-07-17
PE00001236,EMP0103,DEPT003,12,2024,5010029,0,455457,0,227729,4326843,PROCESSED,1,2026-07-17
PE00001260,EMP0105,DEPT005,12,2024,19141911,2120837,2610261,0,1865249,16787238,PROCESSED,1,2026-07-17
PE00001284,EMP0107,DEPT007,12,2024,14863246,1520105,675602,0,1570775,14136974,PROCESSED,1,2026-07-17
PE00001320,EMP0110,DEPT010,12,2024,12742846,325811,0,637142,1370580,12335219,PROCESSED,1,2026-07-17
PE00001356,EMP0113,DEPT013,12,2024,14324451,488334,1302223,0,1351056,12159506,PROCESSED,1,2026-07-17
PE00001368,EMP0114,DEPT014,12,2024,10294031,1052799,1403732,0,994310,8948788,PROCESSED,1,2026-07-17
PE00001404,EMP0117,DEPT017,12,2024,16557795,846705,752627,0,1665187,14986686,PROCESSED,1,2026-07-17
PE00001440,EMP0120,DEPT020,12,2024,17330246,1477010,0,866512,1967377,17706391,PROCESSED,1,2026-07-17
PE00001476,EMP0123,DEPT003,12,2024,10135323,691045,0,506766,1133313,10199821,PROCESSED,1,2026-07-17
PE00001512,EMP0126,DEPT006,12,2024,17582322,2847137,0,879116,2130858,19177717,PROCESSED,1,2026-07-17
PE00001536,EMP0128,DEPT008,12,2024,12476433,319000,1134221,0,1166121,10495091,PROCESSED,1,2026-07-17
PE00001560,EMP0130,DEPT010,12,2024,9142352,701260,1246684,0,429846,8167082,PROCESSED,1,2026-07-17
PE00001584,EMP0132,DEPT012,12,2024,16226238,1521210,0,811312,1855876,16702884,PROCESSED,1,2026-07-17
PE00001608,EMP0134,DEPT014,12,2024,13459168,573544,0,672958,1470567,13235103,PROCESSED,1,2026-07-17
PE00001656,EMP0138,DEPT018,12,2024,15056433,1283219,1368767,0,1497089,13473796,PROCESSED,1,2026-07-17
PE00001680,EMP0140,DEPT020,12,2024,14035027,239233,1275912,0,1299835,11698513,PROCESSED,1,2026-07-17
PE00001704,EMP0142,DEPT002,12,2024,4012923,307809,364811,0,197796,3758125,PROCESSED,1,2026-07-17
PE00001752,EMP0146,DEPT006,12,2024,10477093,714347,476232,0,1071521,9643687,PROCESSED,1,2026-07-17
PE00001788,EMP0149,DEPT009,12,2024,17901630,2593702,813710,0,1968162,17713460,PROCESSED,1,2026-07-17
PE00001812,EMP0151,DEPT011,12,2024,7005021,238808,318410,0,346271,6579148,PROCESSED,1,2026-07-17
PE00001836,EMP0153,DEPT013,12,2024,17945481,764722,2447111,0,1626309,14636783,PROCESSED,1,2026-07-17
PE00001860,EMP0155,DEPT015,12,2024,15772600,2419660,1433873,0,1675839,15082548,PROCESSED,1,2026-07-17
PE00001896,EMP0158,DEPT018,12,2024,15629441,266411,710429,0,1518542,13666881,PROCESSED,1,2026-07-17
PE00001932,EMP0161,DEPT001,12,2024,9992740,510992,0,499637,1100337,9903032,PROCESSED,1,2026-07-17
PE00001968,EMP0164,DEPT004,12,2024,9028070,1538876,0,451404,1101835,9916515,PROCESSED,1,2026-07-17
PE00002004,EMP0167,DEPT007,12,2024,16559029,2399177,752683,0,1820552,16384971,PROCESSED,1,2026-07-17
PE00002028,EMP0169,DEPT009,12,2024,8766324,0,398469,0,418393,7949462,PROCESSED,1,2026-07-17
PE00002064,EMP0172,DEPT012,12,2024,8471308,1082980,385059,0,458461,8710768,PROCESSED,1,2026-07-17
PE00002088,EMP0174,DEPT014,12,2024,16791881,2432915,763267,0,1846153,16615376,PROCESSED,1,2026-07-17
PE00002124,EMP0177,DEPT017,12,2024,13660929,1047855,0,683046,1539183,13852647,PROCESSED,1,2026-07-17
PE00002136,EMP0178,DEPT018,12,2024,4325342,516092,196606,0,232241,4412587,PROCESSED,1,2026-07-17
PE00002160,EMP0180,DEPT020,12,2024,13253589,225913,0,662679,1414218,12727963,PROCESSED,1,2026-07-17
PE00002196,EMP0183,DEPT003,12,2024,11126774,1422457,505762,0,1204347,10839122,PROCESSED,1,2026-07-17
PE00002244,EMP0187,DEPT007,12,2024,4918492,83838,670703,0,216581,4115046,PROCESSED,1,2026-07-17
PE00002280,EMP0190,DEPT010,12,2024,8912293,455742,1215313,0,407636,7745086,PROCESSED,1,2026-07-17
PE00002304,EMP0192,DEPT012,12,2024,19887978,3389996,903999,0,2237398,20136577,PROCESSED,1,2026-07-17
PE00002340,EMP0195,DEPT015,12,2024,18046189,1845633,0,902309,2079413,18714718,PROCESSED,1,2026-07-17
PE00002352,EMP0196,DEPT016,12,2024,6479943,607495,589086,0,324918,6173434,PROCESSED,1,2026-07-17
PE00002364,EMP0197,DEPT017,12,2024,9539793,650440,0,476990,1066722,9600501,PROCESSED,1,2026-07-17
PE00002376,EMP0198,DEPT018,12,2024,13263374,791281,602881,0,1345177,12106597,PROCESSED,1,2026-07-17
PE00002412,EMP0201,DEPT001,12,2024,9680378,907535,1320052,0,926786,8341075,PROCESSED,1,2026-07-17
PE00002448,EMP0204,DEPT004,12,2024,17662377,2860101,2408506,0,1811397,16302575,PROCESSED,1,2026-07-17
PE00002472,EMP0206,DEPT006,12,2024,14825991,1516295,0,741300,1708359,15375227,PROCESSED,1,2026-07-17
PE00002496,EMP0208,DEPT008,12,2024,5226780,846382,712743,0,268021,5092398,PROCESSED,1,2026-07-17
PE00002532,EMP0211,DEPT011,12,2024,7900488,1010006,718226,0,409613,7782655,PROCESSED,1,2026-07-17
PE00002556,EMP0213,DEPT013,12,2024,13482894,344733,1225718,0,1260191,11341718,PROCESSED,1,2026-07-17
PE00002580,EMP0215,DEPT015,12,2024,12974359,884615,1179487,0,1267949,11411538,PROCESSED,1,2026-07-17
PE00002604,EMP0217,DEPT017,12,2024,5997183,868910,817798,0,302415,5745880,PROCESSED,1,2026-07-17
PE00002628,EMP0219,DEPT019,12,2024,14821675,1389532,1347425,0,1486378,13377404,PROCESSED,1,2026-07-17
PE00002688,EMP0224,DEPT004,12,2024,15561553,928388,2122030,0,1436791,12931120,PROCESSED,1,2026-07-17
PE00002724,EMP0227,DEPT007,12,2024,9345174,0,424781,0,892039,8028354,PROCESSED,1,2026-07-17
PE00002748,EMP0229,DEPT009,12,2024,9586405,1388939,871491,0,505193,9598660,PROCESSED,1,2026-07-17
PE00002784,EMP0232,DEPT012,12,2024,6263347,373666,854093,0,289146,5493774,PROCESSED,1,2026-07-17
PE00002808,EMP0234,DEPT014,12,2024,11313659,1735618,1542772,0,1150651,10355854,PROCESSED,1,2026-07-17
PE00002832,EMP0236,DEPT016,12,2024,12308510,1153923,1678433,0,1178400,10605600,PROCESSED,1,2026-07-17
PE00002856,EMP0238,DEPT018,12,2024,5705290,437622,777994,0,268246,5096672,PROCESSED,1,2026-07-17
PE00002880,EMP0240,DEPT020,12,2024,12551486,320919,570522,0,1230188,11071695,PROCESSED,1,2026-07-17
PE00002904,EMP0242,DEPT002,12,2024,18034230,614803,819738,0,1782930,16046365,PROCESSED,1,2026-07-17
PE00002928,EMP0244,DEPT004,12,2024,9862921,672472,896629,0,481938,9156826,PROCESSED,1,2026-07-17
PE00002952,EMP0246,DEPT006,12,2024,14089891,600421,1921349,0,1276896,11492067,PROCESSED,1,2026-07-17
PE00002988,EMP0249,DEPT009,12,2024,18784193,3041759,1707654,0,2011830,18106468,PROCESSED,1,2026-07-17
PE00003000,EMP0250,DEPT010,12,2024,7280245,806618,0,364012,422544,8028331,PROCESSED,1,2026-07-17
PE00003120,EMP0260,DEPT020,12,2024,12576509,2143723,1143319,0,1357691,12219222,PROCESSED,1,2026-07-17
PE00003144,EMP0262,DEPT002,12,2024,7277816,992429,661620,0,380431,7228194,PROCESSED,1,2026-07-17
PE00003168,EMP0264,DEPT004,12,2024,8518347,1088993,0,425917,1003326,9029931,PROCESSED,1,2026-07-17
PE00003192,EMP0266,DEPT006,12,2024,9452107,1288924,859282,0,988175,8893574,PROCESSED,1,2026-07-17
PE00003228,EMP0269,DEPT009,12,2024,11641294,1587449,1058299,0,1217044,10953400,PROCESSED,1,2026-07-17
PE00003264,EMP0272,DEPT012,12,2024,8324031,709434,0,416202,944967,8504700,PROCESSED,1,2026-07-17
PE00003312,EMP0276,DEPT016,12,2024,9217806,1335534,837982,0,971536,8743822,PROCESSED,1,2026-07-17
PE00003336,EMP0278,DEPT018,12,2024,8065842,343715,366629,0,804293,7238635,PROCESSED,1,2026-07-17
PE00003348,EMP0279,DEPT019,12,2024,17891067,1372326,813230,0,1845016,16605147,PROCESSED,1,2026-07-17
PE00003372,EMP0281,DEPT001,12,2024,10980452,1871668,499111,0,1235301,11117708,PROCESSED,1,2026-07-17
PE00003384,EMP0282,DEPT002,12,2024,18444137,2357915,2515110,0,1828694,16458248,PROCESSED,1,2026-07-17
PE00003396,EMP0283,DEPT003,12,2024,7896410,874886,358928,0,420618,7991750,PROCESSED,1,2026-07-17
PE00003408,EMP0284,DEPT004,12,2024,19902866,2714027,0,995143,2361204,21250832,PROCESSED,1,2026-07-17
PE00003420,EMP0285,DEPT005,12,2024,9969819,1614431,453174,0,1113108,10017968,PROCESSED,1,2026-07-17
PE00003432,EMP0286,DEPT006,12,2024,7465788,190887,1018062,0,331931,6306682,PROCESSED,1,2026-07-17
PE00003444,EMP0287,DEPT007,12,2024,11226725,1817964,0,561336,1360603,12245422,PROCESSED,1,2026-07-17
PE00003456,EMP0288,DEPT008,12,2024,15674590,0,2137444,0,1353715,12183431,PROCESSED,1,2026-07-17
PE00003468,EMP0289,DEPT009,12,2024,5297440,767527,722378,0,267129,5075460,PROCESSED,1,2026-07-17
PE00003480,EMP0290,DEPT010,12,2024,14711018,877646,668683,0,1491998,13427983,PROCESSED,1,2026-07-17
PE00003492,EMP0291,DEPT011,12,2024,18758619,799373,1705329,0,1785266,16067397,PROCESSED,1,2026-07-17
PE00003504,EMP0292,DEPT012,12,2024,6477882,993766,588898,0,344138,6538612,PROCESSED,1,2026-07-17
PE00003516,EMP0293,DEPT013,12,2024,9814507,585525,892228,0,950780,8557024,PROCESSED,1,2026-07-17
PE00003528,EMP0294,DEPT014,12,2024,14778037,125949,2015187,0,1288880,11599919,PROCESSED,1,2026-07-17
PE00003540,EMP0295,DEPT015,12,2024,7945963,812655,1083540,0,383754,7291324,PROCESSED,1,2026-07-17
PE00003552,EMP0296,DEPT016,12,2024,19411575,1323516,882344,0,1985275,17867472,PROCESSED,1,2026-07-17
PE00003564,EMP0297,DEPT017,12,2024,15993241,272612,1453931,0,1481192,13330730,PROCESSED,1,2026-07-17
PE00003576,EMP0298,DEPT018,12,2024,9563993,0,869454,0,434727,8259812,PROCESSED,1,2026-07-17
PE00003588,EMP0299,DEPT019,12,2024,10955047,1400503,497957,0,1185759,10671834,PROCESSED,1,2026-07-17
PE00003600,EMP0300,DEPT020,12,2024,17700189,905123,0,885009,1949032,17541289,PROCESSED,1,2026-07-17
PE00003612,EMP0301,DEPT001,12,2024,7577134,839512,1033246,0,369170,7014230,PROCESSED,1,2026-07-17
PE00003624,EMP0302,DEPT002,12,2024,14666666,375000,2000000,0,1304167,11737499,PROCESSED,1,2026-07-17
PE00003636,EMP0303,DEPT003,12,2024,18455960,943771,0,922798,2032253,18290276,PROCESSED,1,2026-07-17
PE00003648,EMP0304,DEPT004,12,2024,8495569,217216,1158487,0,377715,7176583,PROCESSED,1,2026-07-17
PE00003660,EMP0305,DEPT005,12,2024,12785913,1307650,1162356,0,1293121,11638086,PROCESSED,1,2026-07-17
PE00003672,EMP0306,DEPT006,12,2024,15858633,2703176,720847,0,1784096,16056866,PROCESSED,1,2026-07-17
PE00003684,EMP0307,DEPT007,12,2024,6741866,1149182,612897,0,363908,6914243,PROCESSED,1,2026-07-17
PE00003696,EMP0308,DEPT008,12,2024,17160352,0,780016,0,1638034,14742302,PROCESSED,1,2026-07-17
PE00003708,EMP0309,DEPT009,12,2024,12972565,884493,1179324,0,1267773,11409961,PROCESSED,1,2026-07-17
PE00003720,EMP0310,DEPT010,12,2024,8839938,753404,803631,0,439486,8350225,PROCESSED,1,2026-07-17
PE00003732,EMP0311,DEPT011,12,2024,15030984,1024840,2049680,0,1400614,12605530,PROCESSED,1,2026-07-17
PE00003744,EMP0312,DEPT012,12,2024,10733674,1738123,1463683,0,1100811,9907303,PROCESSED,1,2026-07-17
PE00003756,EMP0313,DEPT013,12,2024,9999243,426104,1363533,0,453091,8608723,PROCESSED,1,2026-07-17
PE00003768,EMP0314,DEPT014,12,2024,19290694,3123777,2630549,0,1978392,17805530,PROCESSED,1,2026-07-17
PE00003780,EMP0315,DEPT015,12,2024,15653955,2001216,711543,0,1694363,15249265,PROCESSED,1,2026-07-17
PE00003792,EMP0316,DEPT016,12,2024,5581613,618417,761129,0,271945,5166956,PROCESSED,1,2026-07-17
PE00003804,EMP0317,DEPT017,12,2024,19491605,3156311,885982,0,2176193,19585741,PROCESSED,1,2026-07-17
PE00003816,EMP0318,DEPT018,12,2024,16676800,710659,0,833840,1822130,16399169,PROCESSED,1,2026-07-17
PE00003828,EMP0319,DEPT019,12,2024,5905387,956270,536853,0,316240,6008564,PROCESSED,1,2026-07-17
PE00003840,EMP0320,DEPT020,12,2024,8545005,291307,388409,0,844790,7603113,PROCESSED,1,2026-07-17
PE00003852,EMP0321,DEPT001,12,2024,10650494,90771,968227,0,977304,8795734,PROCESSED,1,2026-07-17
PE00003864,EMP0322,DEPT002,12,2024,5247509,402508,477046,0,258649,4914322,PROCESSED,1,2026-07-17
PE00003876,EMP0323,DEPT003,12,2024,16818688,430023,2293457,0,1495525,13459729,PROCESSED,1,2026-07-17
PE00003888,EMP0324,DEPT004,12,2024,18891518,0,858705,0,1803281,16229532,PROCESSED,1,2026-07-17
PE00003900,EMP0325,DEPT005,12,2024,8542629,582452,1164904,0,398009,7562168,PROCESSED,1,2026-07-17
PE00003912,EMP0326,DEPT006,12,2024,16206781,828756,1473344,0,1556219,14005974,PROCESSED,1,2026-07-17
PE00003924,EMP0327,DEPT007,12,2024,18705986,1275408,0,935299,2091669,18825024,PROCESSED,1,2026-07-17
PE00003936,EMP0328,DEPT008,12,2024,9560302,814798,434559,0,497027,9443514,PROCESSED,1,2026-07-17
PE00003948,EMP0329,DEPT009,12,2024,16841248,430600,765511,0,1650634,14855703,PROCESSED,1,2026-07-17
PE00003960,EMP0330,DEPT010,12,2024,12953593,1214399,588800,0,1357919,12221273,PROCESSED,1,2026-07-17
PE00003972,EMP0331,DEPT011,12,2024,7584741,387856,344761,0,381392,7246444,PROCESSED,1,2026-07-17
PE00003984,EMP0332,DEPT012,12,2024,16069137,547811,2191246,0,1442570,12983132,PROCESSED,1,2026-07-17
PE00003996,EMP0333,DEPT013,12,2024,13975036,833738,0,698752,1550753,13956773,PROCESSED,1,2026-07-17
PE00004008,EMP0334,DEPT014,12,2024,8019696,136699,0,400985,427869,8129511,PROCESSED,1,2026-07-17
PE00004020,EMP0335,DEPT015,12,2024,14893857,380809,0,744693,1601936,14417423,PROCESSED,1,2026-07-17
PE00004032,EMP0336,DEPT016,12,2024,19750953,0,1795541,0,1795541,16159871,PROCESSED,1,2026-07-17
PE00004044,EMP0337,DEPT017,12,2024,7220771,923110,0,361039,425246,8079674,PROCESSED,1,2026-07-17
PE00004056,EMP0338,DEPT018,12,2024,10625386,1720588,0,531269,1287724,11589519,PROCESSED,1,2026-07-17
PE00004068,EMP0339,DEPT019,12,2024,8539109,1382753,1164424,0,875744,7881694,PROCESSED,1,2026-07-17
PE00004080,EMP0340,DEPT020,12,2024,7487794,1212512,340354,0,417998,7941954,PROCESSED,1,2026-07-17
PE00004092,EMP0341,DEPT001,12,2024,11746007,600648,533909,0,1181275,10631471,PROCESSED,1,2026-07-17
PE00004104,EMP0342,DEPT002,12,2024,16182056,2758305,735548,0,1820481,16384332,PROCESSED,1,2026-07-17
PE00004116,EMP0343,DEPT003,12,2024,8340011,710796,379091,0,433586,8238130,PROCESSED,1,2026-07-17
PE00004128,EMP0344,DEPT004,12,2024,18140488,2473703,2473703,0,1814049,16326439,PROCESSED,1,2026-07-17
PE00004140,EMP0345,DEPT005,12,2024,18538842,2370022,1685349,0,1922352,17301163,PROCESSED,1,2026-07-17
PE00004152,EMP0346,DEPT006,12,2024,7918813,1349798,359946,0,445433,8463232,PROCESSED,1,2026-07-17
PE00004164,EMP0347,DEPT007,12,2024,9465959,968109,430271,0,1000380,9003417,PROCESSED,1,2026-07-17
PE00004176,EMP0348,DEPT008,12,2024,15470518,791106,0,773526,1703515,15331635,PROCESSED,1,2026-07-17
PE00004188,EMP0349,DEPT009,12,2024,9218224,0,838020,0,419010,7961194,PROCESSED,1,2026-07-17
PE00004200,EMP0350,DEPT010,12,2024,16228557,1936362,2212985,0,1595193,14356741,PROCESSED,1,2026-07-17
PE00004212,EMP0351,DEPT011,12,2024,18793241,2722884,2562715,0,1895341,17058069,PROCESSED,1,2026-07-17
PE00004224,EMP0352,DEPT012,12,2024,9020956,922598,0,451048,519730,9874872,PROCESSED,1,2026-07-17
PE00004236,EMP0353,DEPT013,12,2024,13812860,1530402,627857,0,1471541,13243864,PROCESSED,1,2026-07-17
PE00004248,EMP0354,DEPT014,12,2024,8899329,986005,404515,0,948082,8532737,PROCESSED,1,2026-07-17
PE00004260,EMP0355,DEPT015,12,2024,8152706,1111733,741155,0,426164,8097120,PROCESSED,1,2026-07-17
PE00004272,EMP0356,DEPT016,12,2024,8897212,1137428,1213256,0,882138,7939246,PROCESSED,1,2026-07-17
PE00004284,EMP0357,DEPT017,12,2024,19136007,2935637,0,956800,2302844,20725600,PROCESSED,1,2026-07-17
PE00004296,EMP0358,DEPT018,12,2024,4493732,459586,0,224687,258900,4919105,PROCESSED,1,2026-07-17
PE00004308,EMP0359,DEPT019,12,2024,17303923,884860,786542,0,1740224,15662017,PROCESSED,1,2026-07-17
PE00004320,EMP0360,DEPT020,12,2024,14292577,243623,649663,0,1388654,12497883,PROCESSED,1,2026-07-17
PE00004332,EMP0361,DEPT001,12,2024,7331680,937289,0,366584,431778,8203775,PROCESSED,1,2026-07-17
PE00004344,EMP0362,DEPT002,12,2024,19330302,1482722,2635950,0,1817707,16359367,PROCESSED,1,2026-07-17
PE00004368,EMP0364,DEPT004,12,2024,7661164,587646,348235,0,395029,7505546,PROCESSED,1,2026-07-17
PE00004380,EMP0365,DEPT005,12,2024,10372765,88404,942979,0,951819,8566371,PROCESSED,1,2026-07-17
PE00004392,EMP0366,DEPT006,12,2024,10201226,434711,463692,0,1017225,9155020,PROCESSED,1,2026-07-17
PE00004404,EMP0367,DEPT007,12,2024,6016596,717889,546963,0,309376,5878146,PROCESSED,1,2026-07-17
