entryId,empId,deptId,month,year,baseSalary,overtimePay,absenceDeduction,bonus,taxAmount,netSalary,status,version,processedAt
PE00000054,EMP0005,DEPT005,6,2024,10969970,373976,997270,0,1034668,9312008,PROCESSED,0,2024-06-28
PE00000055,EMP0005,DEPT005,7,2024,10969970,1589399,0,548499,1310787,11797081,PROCESSED,0,2024-07-28
PE00000056,EMP0005,DEPT005,8,2024,10969970,1495905,997270,0,1146861,10321744,PROCESSED,0,2024-08-28
PE00000057,EMP0005,DEPT005,9,2024,10969970,467470,1495905,0,994154,8947381,PROCESSED,0,2024-09-28
PE00000058,EMP0005,DEPT005,10,2024,10969970,280482,1495905,0,975455,8779092,PROCESSED,0,2024-10-28
PE00000059,EMP0005,DEPT005,11,2024,10969970,93494,498635,0,1056483,9508346,PROCESSED,0,2024-11-28
PE00000060,EMP0005,DEPT005,12,2024,10969970,1776387,1495905,0,1125045,10125407,PENDING,0,
PE00000061,EMP0006,DEPT006,1,2024,15087525,2571737,685797,0,1697347,15276118,PROCESSED,0,2024-01-28
PE00000062,EMP0006,DEPT006,2,2024,15087525,1028695,685797,0,1543042,13887381,PROCESSED,0,2024-02-28
PE00000063,EMP0006,DEPT006,3,2024,15087525,1928803,685797,0,1633053,14697478,PROCESSED,0,2024-03-28
PE00000064,EMP0006,DEPT006,4,2024,15087525,1414455,0,754376,1725636,15530720,PROCESSED,0,2024-04-28
PE00000065,EMP0006,DEPT006,5,2024,15087525,257174,685797,0,1465890,13193012,PROCESSED,0,2024-05-28
PE00000066,EMP0006,DEPT006,6,2024,15087525,1157282,685797,0,1555901,14003109,PROCESSED,0,2024-06-28
PE00000067,EMP0006,DEPT006,7,2024,15087525,900108,685797,0,1530184,13771652,PROCESSED,0,2024-07-28
PE00000068,EMP0006,DEPT006,8,2024,15087525,1800216,0,754376,1764212,15877905,PROCESSED,0,2024-08-28
PE00000069,EMP0006,DEPT006,9,2024,15087525,1543042,685797,0,1594477,14350293,PROCESSED,0,2024-09-28
PE00000070,EMP0006,DEPT006,10,2024,15087525,1157282,1371593,0,1487321,13385893,PROCESSED,0,2024-10-28
PE00000071,EMP0006,DEPT006,11,2024,15087525,2185977,0,754376,1802788,16225090,PROCESSED,0,2024-11-28
PE00000072,EMP0006,DEPT006,12,2024,15087525,2185977,2057390,0,1521611,13694501,PENDING,0,
PE00000073,EMP0007,DEPT007,1,2024,5021505,42797,684751,0,218978,4160573,PROCESSED,0,2024-01-28
PE00000074,EMP0007,DEPT007,2,2024,5021505,727548,684751,0,253215,4811087,PROCESSED,0,2024-02-28
PE00000075,EMP0007,DEPT007,3,2024,5021505,342375,684751,0,233956,4445173,PROCESSED,0,2024-03-28
PE00000076,EMP0007,DEPT007,4,2024,5021505,128391,0,251075,270049,5130922,PROCESSED,0,2024-04-28
PE00000077,EMP0007,DEPT007,5,2024,5021505,256782,228250,0,252502,4797535,PROCESSED,0,2024-05-28
PE00000078,EMP0007,DEPT007,6,2024,5021505,342375,456500,0,245369,4662011,PROCESSED,0,2024-06-28
PE00000079,EMP0007,DEPT007,7,2024,5021505,427969,684751,0,238236,4526487,PROCESSED,0,2024-07-28
PE00000080,EMP0007,DEPT007,8,2024,5021505,556360,0,251075,291447,5537493,PROCESSED,0,2024-08-28
PE00000081,EMP0007,DEPT007,9,2024,5021505,684751,0,251075,297867,5659464,PROCESSED,0,2024-09-28
PE00000082,EMP0007,DEPT007,10,2024,5021505,385172,456500,0,247509,4702668,PROCESSED,0,2024-10-28
PE00000083,EMP0007,DEPT007,11,2024,5021505,213985,0,251075,274328,5212237,PROCESSED,0,2024-11-28
PE00000084,EMP0007,DEPT007,12,2024,5021505,556360,228250,0,267481,5082134,PENDING,0,
PE00000085,EMP0008,DEPT008,1,2024,15796918,2692656,2154125,0,1633545,14701904,PROCESSED,0,2024-01-28
PE00000086,EMP0008,DEPT008,2,2024,15796918,1750227,2154125,0,1539302,13853718,PROCESSED,0,2024-02-28
PE00000087,EMP0008,DEPT008,3,2024,15796918,134633,718042,0,1521351,13692158,PROCESSED,0,2024-03-28
PE00000088,EMP0008,DEPT008,4,2024,15796918,2692656,0,789846,1927942,17351478,PROCESSED,0,2024-04-28
PE00000089,EMP0008,DEPT008,5,2024,15796918,538531,1436083,0,1489937,13409429,PROCESSED,0,2024-05-28
PE00000090,EMP0008,DEPT008,6,2024,15796918,269266,1436083,0,1463010,13167091,PROCESSED,0,2024-06-28
PE00000091,EMP0008,DEPT008,7,2024,15796918,403898,2154125,0,1404669,12642022,PROCESSED,0,2024-07-28
PE00000092,EMP0008,DEPT008,8,2024,15796918,2019492,2154125,0,1566229,14096056,PROCESSED,0,2024-08-28
PE00000093,EMP0008,DEPT008,9,2024,15796918,2692656,0,789846,1927942,17351478,PROCESSED,0,2024-09-28
PE00000094,EMP0008,DEPT008,10,2024,15796918,1750227,0,789846,1833699,16503292,PROCESSED,0,2024-10-28
PE00000095,EMP0008,DEPT008,11,2024,15796918,2423391,0,789846,1901016,17109139,PROCESSED,0,2024-11-28
PE00000096,EMP0008,DEPT008,12,2024,15796918,942430,2154125,0,1458522,13126701,PENDING,0,
PE00000097,EMP0009,DEPT009,1,2024,9255519,867705,420705,0,970252,8732267,PROCESSED,0,2024-01-28
PE00000098,EMP0009,DEPT009,2,2024,9255519,157765,841411,0,857187,7714686,PROCESSED,0,2024-02-28
PE00000099,EMP0009,DEPT009,3,2024,9255519,867705,420705,0,970252,8732267,PROCESSED,0,2024-03-28
PE00000100,EMP0009,DEPT009,4,2024,9255519,1340998,420705,0,1017581,9158231,PROCESSED,0,2024-04-28
PE00000101,EMP0009,DEPT009,5,2024,9255519,1498763,841411,0,991287,8921584,PROCESSED,0,2024-05-28
PE00000102,EMP0009,DEPT009,6,2024,9255519,1340998,420705,0,1017581,9158231,PROCESSED,0,2024-06-28
PE00000103,EMP0009,DEPT009,7,2024,9255519,315529,0,462776,1003382,9030442,PROCESSED,0,2024-07-28
PE00000104,EMP0009,DEPT009,8,2024,9255519,394411,0,462776,1011271,9101435,PROCESSED,0,2024-08-28
PE00000105,EMP0009,DEPT009,9,2024,9255519,236647,841411,0,865076,7785679,PROCESSED,0,2024-09-28
PE00000106,EMP0009,DEPT009,10,2024,9255519,1419881,420705,0,1025470,9229225,PROCESSED,0,2024-10-28
PE00000107,EMP0009,DEPT009,11,2024,9255519,0,1262116,0,799340,7194063,PROCESSED,0,2024-11-28
PE00000108,EMP0009,DEPT009,12,2024,9255519,1183234,841411,0,959734,8637608,PENDING,0,
PE00000109,EMP0010,DEPT010,1,2024,8118093,0,1107013,0,350554,6660526,PROCESSED,0,2024-01-28
PE00000110,EMP0010,DEPT010,2,2024,8118093,622695,738008,0,400139,7602641,PROCESSED,0,2024-02-28
PE00000111,EMP0010,DEPT010,3,2024,8118093,415130,369004,0,408211,7756008,PROCESSED,0,2024-03-28
PE00000112,EMP0010,DEPT010,4,2024,8118093,0,738008,0,369004,7011081,PROCESSED,0,2024-04-28
PE00000113,EMP0010,DEPT010,5,2024,8118093,1314578,0,405905,491929,9346647,PROCESSED,0,2024-05-28
PE00000114,EMP0010,DEPT010,6,2024,8118093,415130,0,405905,446956,8492172,PROCESSED,0,2024-06-28
PE00000115,EMP0010,DEPT010,7,2024,8118093,1314578,0,405905,491929,9346647,PROCESSED,0,2024-07-28
PE00000116,EMP0010,DEPT010,8,2024,8118093,830260,0,405905,467713,8886545,PROCESSED,0,2024-08-28
PE00000117,EMP0010,DEPT010,9,2024,8118093,553506,1107013,0,378229,7186357,PROCESSED,0,2024-09-28
PE00000118,EMP0010,DEPT010,10,2024,8118093,1176201,1107013,0,409364,7777917,PROCESSED,0,2024-10-28
PE00000119,EMP0010,DEPT010,11,2024,8118093,1037824,0,405905,478091,9083731,PROCESSED,0,2024-11-28
PE00000120,EMP0010,DEPT010,12,2024,8118093,138377,0,405905,433119,8229256,PENDING,0,
PE00000121,EMP0011,DEPT011,1,2024,15977182,1906368,2178707,0,1570484,14134359,PROCESSED,0,2024-01-28
PE00000122,EMP0011,DEPT011,2,2024,15977182,136169,726236,0,1538712,13848403,PROCESSED,0,2024-02-28
PE00000123,EMP0011,DEPT011,3,2024,15977182,1497861,1452471,0,1602257,14420315,PROCESSED,0,2024-03-28
PE00000124,EMP0011,DEPT011,4,2024,15977182,2723383,2178707,0,1652186,14869672,PROCESSED,0,2024-04-28
PE00000125,EMP0011,DEPT011,5,2024,15977182,817015,1452471,0,1534173,13807553,PROCESSED,0,2024-05-28
PE00000126,EMP0011,DEPT011,6,2024,15977182,0,726236,0,1525095,13725851,PROCESSED,0,2024-06-28
PE00000127,EMP0011,DEPT011,7,2024,15977182,1225522,0,798859,1800156,16201407,PROCESSED,0,2024-07-28
PE00000128,EMP0011,DEPT011,8,2024,15977182,2587214,0,798859,1936326,17426929,PROCESSED,0,2024-08-28
PE00000129,EMP0011,DEPT011,9,2024,15977182,0,2178707,0,1379848,12418627,PROCESSED,0,2024-09-28
PE00000130,EMP0011,DEPT011,10,2024,15977182,1089353,0,798859,1786539,16078855,PROCESSED,0,2024-10-28
PE00000131,EMP0011,DEPT011,11,2024,15977182,272338,726236,0,1552328,13970956,PROCESSED,0,2024-11-28
PE00000132,EMP0011,DEPT011,12,2024,15977182,0,0,798859,1677604,15098437,PENDING,0,
PE00000133,EMP0012,DEPT012,1,2024,17067502,436385,1551591,0,1595230,14357066,PROCESSED,0,2024-01-28
PE00000134,EMP0012,DEPT012,2,2024,17067502,1745540,2327387,0,1648566,14837089,PROCESSED,0,2024-02-28
PE00000135,EMP0012,DEPT012,3,2024,17067502,2618310,0,853375,2053919,18485268,PROCESSED,0,2024-03-28
PE00000136,EMP0012,DEPT012,4,2024,17067502,2327387,0,853375,2024826,18223438,PROCESSED,0,2024-04-28
PE00000137,EMP0012,DEPT012,5,2024,17067502,0,0,853375,1792088,16128789,PROCESSED,0,2024-05-28
PE00000138,EMP0012,DEPT012,6,2024,17067502,1454617,1551591,0,1697053,15273475,PROCESSED,0,2024-06-28
PE00000139,EMP0012,DEPT012,7,2024,17067502,2036463,775796,0,1832817,16495352,PROCESSED,0,2024-07-28
PE00000140,EMP0012,DEPT012,8,2024,17067502,1163693,775796,0,1745540,15709859,PROCESSED,0,2024-08-28
PE00000141,EMP0012,DEPT012,9,2024,17067502,2181925,0,853375,2010280,18092522,PROCESSED,0,2024-09-28
PE00000142,EMP0012,DEPT012,10,2024,17067502,1018232,0,853375,1893911,17045198,PROCESSED,0,2024-10-28
PE00000143,EMP0012,DEPT012,11,2024,17067502,1891002,775796,0,1818271,16364437,PROCESSED,0,2024-11-28
PE00000144,EMP0012,DEPT012,12,2024,17067502,872770,1551591,0,1638868,14749813,PENDING,0,
PE00000145,EMP0013,DEPT013,1,2024,9955276,933307,905025,0,499178,9484380,PROCESSED,0,2024-01-28
PE00000146,EMP0013,DEPT013,2,2024,9955276,84846,905025,0,456755,8678342,PROCESSED,0,2024-02-28
PE00000147,EMP0013,DEPT013,3,2024,9955276,424231,0,497764,543864,10333407,PROCESSED,0,2024-03-28
PE00000148,EMP0013,DEPT013,4,2024,9955276,84846,452513,0,479380,9108229,PROCESSED,0,2024-04-28
PE00000149,EMP0013,DEPT013,5,2024,9955276,84846,0,497764,526894,10010992,PROCESSED,0,2024-05-28
PE00000150,EMP0013,DEPT013,6,2024,9955276,1612076,1357538,0,510491,9699323,PROCESSED,0,2024-06-28
PE00000151,EMP0013,DEPT013,7,2024,9955276,339384,452513,0,492107,9350040,PROCESSED,0,2024-07-28
PE00000152,EMP0013,DEPT013,8,2024,9955276,1612076,452513,0,555742,10559097,PROCESSED,0,2024-08-28
PE00000153,EMP0013,DEPT013,9,2024,9955276,593923,905025,0,482209,9161965,PROCESSED,0,2024-09-28
PE00000154,EMP0013,DEPT013,10,2024,9955276,1018153,0,497764,573560,10897633,PROCESSED,0,2024-10-28
PE00000155,EMP0013,DEPT013,11,2024,9955276,1527230,905025,0,528874,10048607,PROCESSED,0,2024-11-28
PE00000156,EMP0013,DEPT013,12,2024,9955276,593923,0,497764,552348,10494615,PENDING,0,
PE00000157,EMP0014,DEPT014,1,2024,11572292,1676667,0,578615,1382757,12444817,PROCESSED,0,2024-01-28
PE00000158,EMP0014,DEPT014,2,2024,11572292,394510,0,578615,1254542,11290875,PROCESSED,0,2024-02-28
PE00000159,EMP0014,DEPT014,3,2024,11572292,0,526013,0,1104628,9941651,PROCESSED,0,2024-03-28
PE00000160,EMP0014,DEPT014,4,2024,11572292,1479412,1052027,0,1199968,10799709,PROCESSED,0,2024-04-28
PE00000161,EMP0014,DEPT014,5,2024,11572292,493137,1052027,0,1101340,9912062,PROCESSED,0,2024-05-28
PE00000162,EMP0014,DEPT014,6,2024,11572292,887647,1578040,0,1088190,9793709,PROCESSED,0,2024-06-28
PE00000163,EMP0014,DEPT014,7,2024,11572292,197255,1052027,0,1071752,9645768,PROCESSED,0,2024-07-28
PE00000164,EMP0014,DEPT014,8,2024,11572292,1183530,526013,0,1222981,11006828,PROCESSED,0,2024-08-28
PE00000165,EMP0014,DEPT014,9,2024,11572292,591765,0,578615,1274267,11468405,PROCESSED,0,2024-09-28
PE00000166,EMP0014,DEPT014,10,2024,11572292,493137,526013,0,1153942,10385474,PROCESSED,0,2024-10-28
PE00000167,EMP0014,DEPT014,11,2024,11572292,493137,526013,0,1153942,10385474,PROCESSED,0,2024-11-28
PE00000168,EMP0014,DEPT014,12,2024,11572292,1479412,0,578615,1363032,12267287,PENDING,0,
PE00000169,EMP0015,DEPT015,1,2024,12164476,622047,1105861,0,1168066,10512596,PROCESSED,0,2024-01-28
PE00000170,EMP0015,DEPT015,2,2024,12164476,518373,0,608224,1329107,11961966,PROCESSED,0,2024-02-28
PE00000171,EMP0015,DEPT015,3,2024,12164476,0,1658792,0,1050568,9455116,PROCESSED,0,2024-03-28
PE00000172,EMP0015,DEPT015,4,2024,12164476,1347769,1105861,0,1240638,11165746,PROCESSED,0,2024-04-28
PE00000173,EMP0015,DEPT015,5,2024,12164476,1555118,1105861,0,1261373,11352360,PROCESSED,0,2024-05-28
PE00000174,EMP0015,DEPT015,6,2024,12164476,1451443,1105861,0,1251006,11259052,PROCESSED,0,2024-06-28
PE00000175,EMP0015,DEPT015,7,2024,12164476,1244094,552931,0,1285564,11570075,PROCESSED,0,2024-07-28
PE00000176,EMP0015,DEPT015,8,2024,12164476,2073490,1658792,0,1257917,11321257,PROCESSED,0,2024-08-28
PE00000177,EMP0015,DEPT015,9,2024,12164476,933071,1658792,0,1143876,10294879,PROCESSED,0,2024-09-28
PE00000178,EMP0015,DEPT015,10,2024,12164476,933071,1658792,0,1143876,10294879,PROCESSED,0,2024-10-28
PE00000179,EMP0015,DEPT015,11,2024,12164476,1969816,0,608224,1474252,13268264,PROCESSED,0,2024-11-28
PE00000180,EMP0015,DEPT015,12,2024,12164476,1451443,1105861,0,1251006,11259052,PENDING,0,
PE00000181,EMP0016,DEPT016,1,2024,4678032,318957,212638,0,239218,4545133,PROCESSED,0,2024-01-28
PE00000182,EMP0016,DEPT016,2,2024,4678032,279087,0,233902,259551,4931470,PROCESSED,0,2024-02-28
PE00000183,EMP0016,DEPT016,3,2024,4678032,79739,637913,0,205993,3913865,PROCESSED,0,2024-03-28
PE00000184,EMP0016,DEPT016,4,2024,4678032,159478,0,233902,253571,4817841,PROCESSED,0,2024-04-28
PE00000185,EMP0016,DEPT016,5,2024,4678032,279087,0,233902,259551,4931470,PROCESSED,0,2024-05-28
PE00000186,EMP0016,DEPT016,6,2024,4678032,637913,637913,0,233902,4444130,PROCESSED,0,2024-06-28
PE00000187,EMP0016,DEPT016,7,2024,4678032,79739,637913,0,205993,3913865,PROCESSED,0,2024-07-28
PE00000188,EMP0016,DEPT016,8,2024,4678032,398696,0,233902,265532,5045098,PROCESSED,0,2024-08-28
PE00000189,EMP0016,DEPT016,9,2024,4678032,757522,425276,0,250514,4759764,PROCESSED,0,2024-09-28
PE00000190,EMP0016,DEPT016,10,2024,4678032,279087,637913,0,215960,4103246,PROCESSED,0,2024-10-28
PE00000191,EMP0016,DEPT016,11,2024,4678032,757522,425276,0,250514,4759764,PROCESSED,0,2024-11-28
PE00000192,EMP0016,DEPT016,12,2024,4678032,199348,0,233902,255564,4855718,PENDING,0,
PE00000193,EMP0017,DEPT017,1,2024,19688456,2516990,2684789,0,1952066,17568591,PROCESSED,0,2024-01-28
PE00000194,EMP0017,DEPT017,2,2024,19688456,671197,1789860,0,1856979,16712814,PROCESSED,0,2024-02-28
PE00000195,EMP0017,DEPT017,3,2024,19688456,838997,1789860,0,1873759,16863834,PROCESSED,0,2024-03-28
PE00000196,EMP0017,DEPT017,4,2024,19688456,1342395,894930,0,2013592,18122329,PROCESSED,0,2024-04-28
PE00000197,EMP0017,DEPT017,5,2024,19688456,3020388,0,984423,2369327,21323940,PROCESSED,0,2024-05-28
PE00000198,EMP0017,DEPT017,6,2024,19688456,3355987,0,984423,2402887,21625979,PROCESSED,0,2024-06-28
PE00000199,EMP0017,DEPT017,7,2024,19688456,1510194,0,984423,2218307,19964766,PROCESSED,0,2024-07-28
PE00000200,EMP0017,DEPT017,8,2024,19688456,2181391,1789860,0,2007999,18071988,PROCESSED,0,2024-08-28
PE00000201,EMP0017,DEPT017,9,2024,19688456,2349191,1789860,0,2024779,18223008,PROCESSED,0,2024-09-28
PE00000202,EMP0017,DEPT017,10,2024,19688456,2852589,0,984423,2352547,21172921,PROCESSED,0,2024-10-28
PE00000203,EMP0017,DEPT017,11,2024,19688456,2684789,0,984423,2335767,21021901,PROCESSED,0,2024-11-28
PE00000204,EMP0017,DEPT017,12,2024,19688456,671197,0,984423,2134408,19209668,PENDING,0,
PE00000205,EMP0018,DEPT018,1,2024,12576170,321550,1143288,0,1175443,10578989,PROCESSED,0,2024-01-28
PE00000206,EMP0018,DEPT018,2,2024,12576170,1286199,1714932,0,1214744,10932693,PROCESSED,0,2024-02-28
PE00000207,EMP0018,DEPT018,3,2024,12576170,1393382,1143288,0,1282626,11543638,PROCESSED,0,2024-03-28
PE00000208,EMP0018,DEPT018,4,2024,12576170,1286199,1143288,0,1271908,11447173,PROCESSED,0,2024-04-28
PE00000209,EMP0018,DEPT018,5,2024,12576170,535916,1143288,0,1196880,10771918,PROCESSED,0,2024-05-28
PE00000210,EMP0018,DEPT018,6,2024,12576170,1822116,571644,0,1382664,12443978,PROCESSED,0,2024-06-28
PE00000211,EMP0018,DEPT018,7,2024,12576170,1286199,0,628809,1449118,13042060,PROCESSED,0,2024-07-28
PE00000212,EMP0018,DEPT018,8,2024,12576170,321550,0,628809,1352653,12173876,PROCESSED,0,2024-08-28
PE00000213,EMP0018,DEPT018,9,2024,12576170,1071833,1143288,0,1250472,11254243,PROCESSED,0,2024-09-28
PE00000214,EMP0018,DEPT018,10,2024,12576170,107183,571644,0,1211171,10900538,PROCESSED,0,2024-10-28
PE00000215,EMP0018,DEPT018,11,2024,12576170,321550,1714932,0,1118279,10064509,PROCESSED,0,2024-11-28
PE00000216,EMP0018,DEPT018,12,2024,12576170,321550,1714932,0,1118279,10064509,PENDING,0,
PE00000217,EMP0019,DEPT019,1,2024,5268743,314328,239488,0,267179,5076404,PROCESSED,0,2024-01-28
PE00000218,EMP0019,DEPT019,2,2024,5268743,763369,718465,0,265682,5047965,PROCESSED,0,2024-02-28
PE00000219,EMP0019,DEPT019,3,2024,5268743,718465,0,263437,312532,5938113,PROCESSED,0,2024-03-28
PE00000220,EMP0019,DEPT019,4,2024,5268743,359232,0,263437,294571,5596841,PROCESSED,0,2024-04-28
PE00000221,EMP0019,DEPT019,5,2024,5268743,493945,478977,0,264186,5019525,PROCESSED,0,2024-05-28
PE00000222,EMP0019,DEPT019,6,2024,5268743,853177,718465,0,270173,5133282,PROCESSED,0,2024-06-28
PE00000223,EMP0019,DEPT019,7,2024,5268743,628657,718465,0,258947,4919988,PROCESSED,0,2024-07-28
PE00000224,EMP0019,DEPT019,8,2024,5268743,404137,239488,0,271670,5161722,PROCESSED,0,2024-08-28
PE00000225,EMP0019,DEPT019,9,2024,5268743,404137,478977,0,259695,4934208,PROCESSED,0,2024-09-28
PE00000226,EMP0019,DEPT019,10,2024,5268743,404137,239488,0,271670,5161722,PROCESSED,0,2024-10-28
PE00000227,EMP0019,DEPT019,11,2024,5268743,179616,0,263437,285590,5426206,PROCESSED,0,2024-11-28
PE00000228,EMP0019,DEPT019,12,2024,5268743,673561,0,263437,310287,5895454,PENDING,0,
PE00000229,EMP0020,DEPT020,1,2024,14241400,849629,0,712070,1580310,14222789,PROCESSED,0,2024-01-28
PE00000230,EMP0020,DEPT020,2,2024,14241400,971005,0,712070,1592448,14332027,PROCESSED,0,2024-02-28
PE00000231,EMP0020,DEPT020,3,2024,14241400,971005,0,712070,1592448,14332027,PROCESSED,0,2024-03-28
PE00000232,EMP0020,DEPT020,4,2024,14241400,1699258,647336,0,1529332,13763990,PROCESSED,0,2024-04-28
PE00000233,EMP0020,DEPT020,5,2024,14241400,1456507,1942009,0,1375590,12380308,PROCESSED,0,2024-05-28
PE00000234,EMP0020,DEPT020,6,2024,14241400,1456507,1942009,0,1375590,12380308,PROCESSED,0,2024-06-28
PE00000235,EMP0020,DEPT020,7,2024,14241400,1699258,0,712070,1665273,14987455,PROCESSED,0,2024-07-28
PE00000236,EMP0020,DEPT020,8,2024,14241400,606878,0,712070,1556035,14004313,PROCESSED,0,2024-08-28
